iquitos_persiann, 3.875S, 73.375W, precipitation_amount,
1999,1,24,12, 
1999,1,25,2.29, 
1999,1,26,0.48, 
1999,1,27,5.35, 
1999,1,28,9.14, 
1999,1,29,4.09, 
1999,1,30,13.42, 
1999,1,31,27.56, 
1999,2,1,16.19, 
1999,2,2,16.83, 
1999,2,3,34.07, 
1999,2,4,7.45, 
1999,2,5,14.16, 
1999,2,6,3.1, 
1999,2,7,9.17, 
1999,2,8,31.22, 
1999,2,9,1.62, 
1999,2,10,6.38, 
1999,2,11,13.29, 
1999,2,12,1.01, 
1999,2,13,7.23, 
1999,2,14,4.19, 
1999,2,15,10.3, 
1999,2,16,3.55, 
1999,2,17,19.09, 
1999,2,18,6.24, 
1999,2,19,1.15, 
1999,2,20,10.74, 
1999,2,21,4.83, 
1999,2,22,8.13, 
1999,2,23,23.6, 
1999,2,24,10.07, 
1999,2,25,3.61, 
1999,2,26,5.45, 
1999,2,27,24.58, 
1999,2,28,7.17, 
1999,3,1,4.4, 
1999,3,2,1.21, 
1999,3,3,6.35, 
1999,3,4,1.57, 
1999,3,5,3.41, 
1999,3,6,13.43, 
1999,3,7,2.69, 
1999,3,8,0.42, 
1999,3,9,0.53, 
1999,3,10,4.89, 
1999,3,11,1.86, 
1999,3,12,3.38, 
1999,3,13,4.55, 
1999,3,14,7.45, 
1999,3,15,6.79, 
1999,3,16,1.91, 
1999,3,17,8.14, 
1999,3,18,3.81, 
1999,3,19,8.82, 
1999,3,20,10.14, 
1999,3,21,33.88, 
1999,3,22,1.54, 
1999,3,23,1.52, 
1999,3,24,6.84, 
1999,3,25,9.11, 
1999,3,26,24.65, 
1999,3,27,32.65, 
1999,3,28,2.03, 
1999,3,29,0.85, 
1999,3,30,5.55, 
1999,3,31,20.22, 
1999,4,1,38.61, 
1999,4,2,15.1, 
1999,4,3,18.72, 
1999,4,4,5.83, 
1999,4,5,19.72, 
1999,4,6,0, 
1999,4,7,4.64, 
1999,4,8,6.25, 
1999,4,9,15.61, 
1999,4,10,33.53, 
1999,4,11,16.27, 
1999,4,12,1.25, 
1999,4,13,4.59, 
1999,4,14,9.71, 
1999,4,15,3.7, 
1999,4,16,20.16, 
1999,4,17,0, 
1999,4,18,13.22, 
1999,4,19,0, 
1999,4,20,0, 
1999,4,21,0, 
1999,4,22,13.38, 
1999,4,23,4.47, 
1999,4,24,28.95, 
1999,4,25,44.53, 
1999,4,26,2.73, 
1999,4,27,12.93, 
1999,4,28,0.73, 
1999,4,29,6.47, 
1999,4,30,18.67, 
1999,5,1,49, 
1999,5,2,0, 
1999,5,3,46.18, 
1999,5,4,2.47, 
1999,5,5,11.32, 
1999,5,6,19.04, 
1999,5,7,27.79, 
1999,5,8,3.2, 
1999,5,9,19.69, 
1999,5,10,5.12, 
1999,5,11,13.61, 
1999,5,12,47.98, 
1999,5,13,12.35, 
1999,5,14,6.2, 
1999,5,15,7.06, 
1999,5,16,0, 
1999,5,17,5.65, 
1999,5,18,0, 
1999,5,19,13.02, 
1999,5,20,1.96, 
1999,5,21,0, 
1999,5,22,1.25, 
1999,5,23,1.56, 
1999,5,24,0, 
1999,5,25,0, 
1999,5,26,4.12, 
1999,5,27,3.65, 
1999,5,28,14.32, 
1999,5,29,0, 
1999,5,30,0, 
1999,5,31,2.46, 
1999,6,1,0, 
1999,6,2,0, 
1999,6,3,1.63, 
1999,6,4,17.05, 
1999,6,5,1.9, 
1999,6,6,4.99, 
1999,6,7,1.01, 
1999,6,8,0, 
1999,6,9,2.22, 
1999,6,10,5.07, 
1999,6,11,15.46, 
1999,6,12,3.38, 
1999,6,13,2.14, 
1999,6,14,1.77, 
1999,6,15,0, 
1999,6,16,5.39, 
1999,6,17,2.75, 
1999,6,18,15.75, 
1999,6,19,3.88, 
1999,6,20,9.21, 
1999,6,21,12.07, 
1999,6,22,18.61, 
1999,6,23,1.43, 
1999,6,24,0, 
1999,6,25,25.72, 
1999,6,26,26.71, 
1999,6,27,35.44, 
1999,6,28,1.41, 
1999,6,29,12.92, 
1999,6,30,8.68, 
1999,7,1,20.06, 
1999,7,2,13.09, 
1999,7,3,7.76, 
1999,7,4,6.33, 
1999,7,5,4.19, 
1999,7,6,41.8, 
1999,7,7,0, 
1999,7,8,0, 
1999,7,9,0, 
1999,7,10,0, 
1999,7,11,0, 
1999,7,12,0, 
1999,7,13,0, 
1999,7,14,12.05, 
1999,7,15,2.5, 
1999,7,16,2.08, 
1999,7,17,5.62, 
1999,7,18,4.85, 
1999,7,19,13.1, 
1999,7,20,4.54, 
1999,7,21,6.42, 
1999,7,22,20.56, 
1999,7,23,21.3, 
1999,7,24,21.01, 
1999,7,25,0, 
1999,7,26,9.96, 
1999,7,27,6.73, 
1999,7,28,40.96, 
1999,7,29,0, 
1999,7,30,0, 
1999,7,31,19.73, 
1999,8,1,0, 
1999,8,2,0, 
1999,8,3,0, 
1999,8,4,0, 
1999,8,5,0, 
1999,8,6,0.66, 
1999,8,7,6.05, 
1999,8,8,12.09, 
1999,8,9,4.37, 
1999,8,10,0, 
1999,8,11,0.47, 
1999,8,12,3.73, 
1999,8,13,1.77, 
1999,8,14,31.71, 
1999,8,15,15.83, 
1999,8,16,0, 
1999,8,17,0, 
1999,8,18,0, 
1999,8,19,0, 
1999,8,20,0, 
1999,8,21,0, 
1999,8,22,0, 
1999,8,23,14.67, 
1999,8,24,3.32, 
1999,8,25,0, 
1999,8,26,8.44, 
1999,8,27,10.63, 
1999,8,28,1.83, 
1999,8,29,21.53, 
1999,8,30,3.64, 
1999,8,31,3.56, 
1999,9,1,0, 
1999,9,2,4.17, 
1999,9,3,9.72, 
1999,9,4,5.66, 
1999,9,5,0, 
1999,9,6,0, 
1999,9,7,0, 
1999,9,8,0.34, 
1999,9,9,4.63, 
1999,9,10,11.66, 
1999,9,11,10.53, 
1999,9,12,0.34, 
1999,9,13,2.76, 
1999,9,14,10.08, 
1999,9,15,4.51, 
1999,9,16,17.32, 
1999,9,17,0.33, 
1999,9,18,1.3, 
1999,9,19,8.6, 
1999,9,20,3.08, 
1999,9,21,16.94, 
1999,9,22,1.2, 
1999,9,23,7.09, 
1999,9,24,9.28, 
1999,9,25,3.52, 
1999,9,26,3.98, 
1999,9,27,18.43, 
1999,9,28,2.56, 
1999,9,29,5.25, 
1999,9,30,10.68, 
1999,10,1,1.23, 
1999,10,2,4.2, 
1999,10,3,7.9, 
1999,10,4,9.38, 
1999,10,5,0, 
1999,10,6,0, 
1999,10,7,0, 
1999,10,8,1.7, 
1999,10,9,8.72, 
1999,10,10,8.55, 
1999,10,11,10.8, 
1999,10,12,10.44, 
1999,10,13,28.39, 
1999,10,14,4.89, 
1999,10,15,3.17, 
1999,10,16,1.82, 
1999,10,17,3.38, 
1999,10,18,5.74, 
1999,10,19,6.84, 
1999,10,20,2.65, 
1999,10,21,5.07, 
1999,10,22,6.39, 
1999,10,23,18.99, 
1999,10,24,2.82, 
1999,10,25,0.32, 
1999,10,26,2.05, 
1999,10,27,8.72, 
1999,10,28,7.2, 
1999,10,29,14.58, 
1999,10,30,39.87, 
1999,10,31,2.01, 
1999,11,1,0.34, 
1999,11,2,0, 
1999,11,3,0, 
1999,11,4,5.59, 
1999,11,5,19.15, 
1999,11,6,6.5, 
1999,11,7,0, 
1999,11,8,0, 
1999,11,9,31.5, 
1999,11,10,28.33, 
1999,11,11,5.42, 
1999,11,12,0, 
1999,11,13,0, 
1999,11,14,0, 
1999,11,15,0, 
1999,11,16,23.02, 
1999,11,17,1.6, 
1999,11,18,15.35, 
1999,11,19,0.76, 
1999,11,20,2.17, 
1999,11,21,28.73, 
1999,11,22,11.2, 
1999,11,23,2.98, 
1999,11,24,2.01, 
1999,11,25,26.75, 
1999,11,26,24.6, 
1999,11,27,20.33, 
1999,11,28,2.32, 
1999,11,29,3.52, 
1999,11,30,16.09, 
1999,12,1,4.48, 
1999,12,2,6.69, 
1999,12,3,10.6, 
1999,12,4,10.16, 
1999,12,5,16.01, 
1999,12,6,10.49, 
1999,12,7,11.41, 
1999,12,8,12.47, 
1999,12,9,8.53, 
1999,12,10,1.78, 
1999,12,11,9.47, 
1999,12,12,5.94, 
1999,12,14,33.09, 
1999,12,15,2.26, 
1999,12,16,14.24, 
1999,12,17,12.46, 
1999,12,18,6.9, 
1999,12,19,17.7, 
1999,12,20,29.81, 
1999,12,21,4.59, 
1999,12,22,20.38, 
1999,12,23,2.32, 
1999,12,24,0, 
1999,12,25,0, 
1999,12,26,18.69, 
1999,12,27,0.78, 
1999,12,28,0.91, 
1999,12,29,0, 
1999,12,30,0, 
1999,12,31,0.41, 
2000,1,1,7.23, 
2000,1,2,5.34, 
2000,1,3,2.57, 
2000,1,4,1.19, 
2000,1,5,0, 
2000,1,6,7.51, 
2000,1,7,9.3, 
2000,1,8,11.6, 
2000,1,9,0.74, 
2000,1,10,15.21, 
2000,1,11,11.42, 
2000,1,12,4.47, 
2000,1,13,4.39, 
2000,1,14,1.56, 
2000,1,15,0, 
2000,1,16,0, 
2000,1,17,0, 
2000,1,18,8.45, 
2000,1,19,10.67, 
2000,1,20,6.44, 
2000,1,21,2.4, 
2000,1,22,13, 
2000,1,23,3.24, 
2000,1,24,16.42, 
2000,1,25,5.95, 
2000,1,26,4.19, 
2000,1,27,26.83, 
2000,1,28,2.36, 
2000,1,29,0, 
2000,1,30,0, 
2000,1,31,11.8, 
2000,2,1,2.44, 
2000,2,2,23.22, 
2000,2,3,0.53, 
2000,2,4,5.05, 
2000,2,5,9.94, 
2000,2,6,2.7, 
2000,2,7,1.68, 
2000,2,8,2.47, 
2000,2,9,0, 
2000,2,10,0.56, 
2000,2,11,0, 
2000,2,12,1.73, 
2000,2,13,0, 
2000,2,14,0, 
2000,2,15,4.84, 
2000,2,16,7.39, 
2000,2,17,8.07, 
2000,2,18,0.65, 
2000,2,19,27.13, 
2000,2,20,0, 
2000,2,21,22.12, 
2000,2,22,15.17, 
2000,2,23,10.3, 
2000,2,24,1.41, 
2000,2,25,3.59, 
2000,2,26,16.54, 
2000,2,27,19.72, 
2000,2,28,29.91, 
2000,2,29,23.37, 
2000,3,1,12.39, 
2000,3,2,12.73, 
2000,3,3,5.86, 
2000,3,4,14.57, 
2000,3,5,17.85, 
2000,3,6,21.02, 
2000,3,7,16.41, 
2000,3,8,5.62, 
2000,3,9,8.21, 
2000,3,10,8.15, 
2000,3,11,2.59, 
2000,3,12,7.45, 
2000,3,13,4.78, 
2000,3,14,23.01, 
2000,3,15,14.64, 
2000,3,16,6.26, 
2000,3,17,5.42, 
2000,3,18,30.27, 
2000,3,19,0, 
2000,3,20,18.22, 
2000,3,21,1.59, 
2000,3,22,23.36, 
2000,3,23,3.23, 
2000,3,24,2.2, 
2000,3,25,41.11, 
2000,3,26,15.44, 
2000,3,27,10.74, 
2000,3,28,8.08, 
2000,3,29,13.96, 
2000,3,30,6.62, 
2000,3,31,22.66, 
2000,4,1,8.4, 
2000,4,2,9.35, 
2000,4,3,4.21, 
2000,4,4,0, 
2000,4,5,39.61, 
2000,4,6,41.28, 
2000,4,7,0, 
2000,4,8,2.17, 
2000,4,9,33.19, 
2000,4,10,0.74, 
2000,4,11,42.88, 
2000,4,12,4.02, 
2000,4,13,0, 
2000,4,14,0, 
2000,4,15,10.37, 
2000,4,16,28.56, 
2000,4,17,0.56, 
2000,4,18,0, 
2000,4,19,14.33, 
2000,4,20,25.24, 
2000,4,21,4.15, 
2000,4,22,1.36, 
2000,4,23,12, 
2000,4,24,4.88, 
2000,4,25,19.05, 
2000,4,26,2.24, 
2000,4,27,18.48, 
2000,4,28,2.86, 
2000,4,29,18.05, 
2000,4,30,35.42, 
2000,5,1,20.21, 
2000,5,2,10.1, 
2000,5,3,12.1, 
2000,5,4,1.5, 
2000,5,5,47.18, 
2000,5,6,7.89, 
2000,5,7,8.19, 
2000,5,8,0, 
2000,5,9,44.77, 
2000,5,10,2.3, 
2000,5,11,5.04, 
2000,5,12,18.12, 
2000,5,13,1.57, 
2000,5,14,22.7, 
2000,5,15,8.22, 
2000,5,16,10.94, 
2000,5,17,7.04, 
2000,5,18,31.02, 
2000,5,19,0, 
2000,5,20,0, 
2000,5,21,0, 
2000,5,22,0, 
2000,5,23,4.02, 
2000,5,24,17.77, 
2000,5,25,8.19, 
2000,5,26,0, 
2000,5,27,37.95, 
2000,5,28,6.65, 
2000,5,29,0, 
2000,5,30,4.25, 
2000,5,31,9.21, 
2000,6,1,8.01, 
2000,6,2,8.79, 
2000,6,3,5.29, 
2000,6,4,1.78, 
2000,6,5,12.75, 
2000,6,6,1.92, 
2000,6,7,0.99, 
2000,6,8,15.37, 
2000,6,9,3.53, 
2000,6,10,1.33, 
2000,6,11,1.9, 
2000,6,12,2.48, 
2000,6,13,2.7, 
2000,6,14,3.83, 
2000,6,15,5.75, 
2000,6,16,41.53, 
2000,6,17,18.61, 
2000,6,18,5.63, 
2000,6,19,3.82, 
2000,6,20,1.85, 
2000,6,21,21.47, 
2000,6,22,0, 
2000,6,23,0, 
2000,6,24,1.22, 
2000,6,25,0.87, 
2000,6,26,0, 
2000,6,27,3.36, 
2000,6,28,3.59, 
2000,6,29,10.45, 
2000,6,30,0, 
2000,7,1,8.73, 
2000,7,2,30.21, 
2000,7,3,4.27, 
2000,7,4,32.36, 
2000,7,5,2.49, 
2000,7,6,8.49, 
2000,7,7,0.74, 
2000,7,8,1.02, 
2000,7,9,0.84, 
2000,7,10,9.58, 
2000,7,11,1.22, 
2000,7,12,0.98, 
2000,7,13,3.4, 
2000,7,14,0, 
2000,7,15,0, 
2000,7,16,0, 
2000,7,17,0, 
2000,7,18,0, 
2000,7,19,0, 
2000,7,20,25.89, 
2000,7,21,11.26, 
2000,7,22,0, 
2000,7,23,0, 
2000,7,24,25.61, 
2000,7,25,3.84, 
2000,7,26,0, 
2000,7,27,0, 
2000,7,28,1.48, 
2000,7,29,7.72, 
2000,7,30,1.43, 
2000,7,31,1.77, 
2000,8,1,0, 
2000,8,2,23.42, 
2000,8,3,1.03, 
2000,8,4,51.87, 
2000,8,5,4.91, 
2000,8,6,1.34, 
2000,8,7,6.8, 
2000,8,8,5.54, 
2000,8,9,28.33, 
2000,8,10,4.77, 
2000,8,11,1.35, 
2000,8,12,1.01, 
2000,8,13,0, 
2000,8,14,1.08, 
2000,8,15,0, 
2000,8,16,0.7, 
2000,8,17,10.24, 
2000,8,18,12.77, 
2000,8,19,10.91, 
2000,8,20,12.67, 
2000,8,21,1.93, 
2000,8,22,2.3, 
2000,8,23,1.34, 
2000,8,24,3.53, 
2000,8,25,14.72, 
2000,8,26,6.79, 
2000,8,27,4.63, 
2000,8,28,20.34, 
2000,8,29,0, 
2000,8,30,0, 
2000,8,31,0, 
2000,9,1,0, 
2000,9,2,0, 
2000,9,3,15.3, 
2000,9,4,7.82, 
2000,9,5,2.13, 
2000,9,6,3.21, 
2000,9,7,0.73, 
2000,9,8,0, 
2000,9,9,19.39, 
2000,9,10,0, 
2000,9,11,9.16, 
2000,9,12,7.23, 
2000,9,13,30.49, 
2000,9,14,13.38, 
2000,9,15,13.23, 
2000,9,16,21.25, 
2000,9,17,11.97, 
2000,9,18,0, 
2000,9,19,0.51, 
2000,9,20,8.94, 
2000,9,21,4.4, 
2000,9,22,2.76, 
2000,9,23,50.33, 
2000,9,24,1.97, 
2000,9,25,26.98, 
2000,9,26,15.93, 
2000,9,27,0.58, 
2000,9,28,0, 
2000,9,29,14.22, 
2000,9,30,13.35, 
2000,10,1,0.85, 
2000,10,2,1.29, 
2000,10,3,0.72, 
2000,10,4,2.49, 
2000,10,5,9.58, 
2000,10,6,8.33, 
2000,10,7,0.37, 
2000,10,8,5.84, 
2000,10,9,3.77, 
2000,10,10,0.42, 
2000,10,11,0.9, 
2000,10,12,2.81, 
2000,10,13,0.36, 
2000,10,14,20.72, 
2000,10,15,0, 
2000,10,16,0, 
2000,10,17,0.39, 
2000,10,18,4.33, 
2000,10,19,5.87, 
2000,10,20,35.56, 
2000,10,21,2.72, 
2000,10,22,0.38, 
2000,10,23,0, 
2000,10,24,6.64, 
2000,10,25,22.68, 
2000,10,26,11.47, 
2000,10,27,7.32, 
2000,10,28,0, 
2000,10,29,4.17, 
2000,10,30,15.36, 
2000,10,31,1.01, 
2000,11,1,7.98, 
2000,11,2,13.41, 
2000,11,3,3.61, 
2000,11,4,3.99, 
2000,11,5,15.42, 
2000,11,6,6.41, 
2000,11,7,10.38, 
2000,11,8,16.86, 
2000,11,9,2.19, 
2000,11,10,0, 
2000,11,11,2.05, 
2000,11,12,7.77, 
2000,11,13,0, 
2000,11,14,0, 
2000,11,15,13.14, 
2000,11,16,21.23, 
2000,11,17,19.01, 
2000,11,18,1.88, 
2000,11,19,0.26, 
2000,11,20,0.39, 
2000,11,21,2.1, 
2000,11,22,2.48, 
2000,11,23,3.26, 
2000,11,24,7.4, 
2000,11,25,0.31, 
2000,11,26,2.92, 
2000,11,27,2.18, 
2000,11,28,1.39, 
2000,11,29,5.19, 
2000,11,30,7.93, 
2000,12,1,9.2, 
2000,12,2,0, 
2000,12,3,0, 
2000,12,4,0.82, 
2000,12,5,13.26, 
2000,12,6,2.9, 
2000,12,7,58.35, 
2000,12,8,5.97, 
2000,12,9,6.77, 
2000,12,10,11.39, 
2000,12,11,12.42, 
2000,12,12,3.19, 
2000,12,13,0, 
2000,12,14,0.71, 
2000,12,15,0, 
2000,12,16,0, 
2000,12,17,0, 
2000,12,18,0, 
2000,12,19,0, 
2000,12,20,7.47, 
2000,12,21,2.19, 
2000,12,22,0, 
2000,12,23,0, 
2000,12,24,21.18, 
2000,12,25,0, 
2000,12,26,23.67, 
2000,12,27,7.49, 
2000,12,28,40.6, 
2000,12,29,22.17, 
2000,12,30,22.91, 
2000,12,31,2.55, 
2001,1,1,17, 
2001,1,2,2.93, 
2001,1,3,5.31, 
2001,1,4,1.5, 
2001,1,5,5.05, 
2001,1,6,29.65, 
2001,1,7,13.03, 
2001,1,8,12.38, 
2001,1,9,22.13, 
2001,1,10,9.4, 
2001,1,11,40, 
2001,1,12,18.81, 
2001,1,13,7.23, 
2001,1,14,30.14, 
2001,1,15,22, 
2001,1,16,4.93, 
2001,1,17,4.64, 
2001,1,18,17.76, 
2001,1,19,2.75, 
2001,1,20,5.24, 
2001,1,21,9.73, 
2001,1,22,4.97, 
2001,1,23,2.02, 
2001,1,24,24.04, 
2001,1,25,10.37, 
2001,1,26,5.15, 
2001,1,27,34.32, 
2001,1,28,8.67, 
2001,1,29,2.61, 
2001,1,30,13.84, 
2001,1,31,6.38, 
2001,2,1,0, 
2001,2,2,1.8, 
2001,2,3,4.57, 
2001,2,4,5.34, 
2001,2,5,0, 
2001,2,6,0, 
2001,2,7,46.65, 
2001,2,8,1.11, 
2001,2,9,2.64, 
2001,2,10,0, 
2001,2,11,15.45, 
2001,2,12,0.99, 
2001,2,13,0, 
2001,2,14,1.03, 
2001,2,15,10.11, 
2001,2,16,1.84, 
2001,2,17,1.12, 
2001,2,18,2.07, 
2001,2,19,0, 
2001,2,20,2.62, 
2001,2,21,3.87, 
2001,2,22,2.9, 
2001,2,23,23.57, 
2001,2,24,12.08, 
2001,2,25,2.1, 
2001,2,26,0, 
2001,2,27,0, 
2001,2,28,17.37, 
2001,3,1,26.65, 
2001,3,2,0, 
2001,3,3,33.96, 
2001,3,4,40.09, 
2001,3,5,0, 
2001,3,6,4.46, 
2001,3,7,28.2, 
2001,3,8,21.37, 
2001,3,9,9.62, 
2001,3,10,8.43, 
2001,3,11,1.67, 
2001,3,12,0.59, 
2001,3,13,1.48, 
2001,3,14,22.07, 
2001,3,15,11.08, 
2001,3,16,1.35, 
2001,3,17,42.07, 
2001,3,18,5.13, 
2001,3,19,7.17, 
2001,3,20,4.66, 
2001,3,21,28.08, 
2001,3,22,1.95, 
2001,3,23,3.73, 
2001,3,24,5.42, 
2001,3,25,47.97, 
2001,3,26,2.25, 
2001,3,27,0, 
2001,3,28,19.47, 
2001,3,29,11.86, 
2001,3,30,13.74, 
2001,3,31,1.1, 
2001,4,1,3.42, 
2001,4,2,36.87, 
2001,4,3,21.86, 
2001,4,4,1.55, 
2001,4,5,3, 
2001,4,6,12.65, 
2001,4,7,31.42, 
2001,4,8,10.34, 
2001,4,9,0, 
2001,4,10,0, 
2001,4,11,2.86, 
2001,4,12,9.73, 
2001,4,13,40, 
2001,4,14,0, 
2001,4,15,21.19, 
2001,4,16,3.95, 
2001,4,17,5.57, 
2001,4,18,21.02, 
2001,4,19,0.56, 
2001,4,20,11.69, 
2001,4,21,5.35, 
2001,4,22,30.24, 
2001,4,23,3.58, 
2001,4,24,16.7, 
2001,4,25,20.41, 
2001,4,26,10.6, 
2001,4,27,0.55, 
2001,4,28,1.32, 
2001,4,29,6.23, 
2001,4,30,38.96, 
2001,5,1,2.73, 
2001,5,2,4.04, 
2001,5,3,8.93, 
2001,5,4,3.54, 
2001,5,5,1.88, 
2001,5,6,22.19, 
2001,5,7,2.25, 
2001,5,8,4.34, 
2001,5,9,42.96, 
2001,5,10,13.77, 
2001,5,11,1.79, 
2001,5,12,0, 
2001,5,13,3.94, 
2001,5,14,7.28, 
2001,5,15,4.65, 
2001,5,16,0, 
2001,5,17,0, 
2001,5,18,18.52, 
2001,5,19,2.12, 
2001,5,20,22.18, 
2001,5,21,23.34, 
2001,5,22,9.7, 
2001,5,23,13.58, 
2001,5,24,20.1, 
2001,5,25,25.81, 
2001,5,26,0, 
2001,5,27,0, 
2001,5,28,20.88, 
2001,5,29,30.75, 
2001,5,30,26.85, 
2001,5,31,0, 
2001,6,1,34.42, 
2001,6,2,2.67, 
2001,6,3,0, 
2001,6,4,31.77, 
2001,6,5,2.47, 
2001,6,6,0, 
2001,6,7,3.23, 
2001,6,8,15.23, 
2001,6,9,8.95, 
2001,6,10,9.68, 
2001,6,11,7.57, 
2001,6,12,1.16, 
2001,6,13,1.18, 
2001,6,14,1.2, 
2001,6,15,4.03, 
2001,6,16,15.83, 
2001,6,17,28.61, 
2001,6,18,1.92, 
2001,6,19,1.22, 
2001,6,20,0, 
2001,6,21,0, 
2001,6,22,0, 
2001,6,23,0, 
2001,6,24,0, 
2001,6,25,0, 
2001,6,26,12.42, 
2001,6,27,1.87, 
2001,6,28,0, 
2001,6,29,0, 
2001,6,30,0, 
2001,7,1,25.1, 
2001,7,2,12.71, 
2001,7,3,5.5, 
2001,7,4,0, 
2001,7,5,0, 
2001,7,6,30.74, 
2001,7,7,0, 
2001,7,8,2.85, 
2001,7,9,0, 
2001,7,10,2.58, 
2001,7,11,3.93, 
2001,7,12,12.92, 
2001,7,13,13.69, 
2001,7,14,4.52, 
2001,7,15,12.48, 
2001,7,16,1.93, 
2001,7,17,7.5, 
2001,7,18,4.74, 
2001,7,19,16.24, 
2001,7,20,8.13, 
2001,7,21,0, 
2001,7,22,14.09, 
2001,7,23,3.82, 
2001,7,24,1.73, 
2001,7,25,4.7, 
2001,7,26,1.58, 
2001,7,27,5.5, 
2001,7,28,14.46, 
2001,7,29,0, 
2001,7,30,0, 
2001,7,31,0, 
2001,8,1,0, 
2001,8,2,0, 
2001,8,3,0, 
2001,8,4,0, 
2001,8,5,0, 
2001,8,6,0, 
2001,8,7,1.12, 
2001,8,8,0, 
2001,8,9,0, 
2001,8,10,4.02, 
2001,8,11,0, 
2001,8,12,0, 
2001,8,13,0, 
2001,8,14,0, 
2001,8,15,2.14, 
2001,8,16,0, 
2001,8,17,5.31, 
2001,8,18,0, 
2001,8,19,0, 
2001,8,20,2.52, 
2001,8,21,5.36, 
2001,8,22,1.5, 
2001,8,23,0, 
2001,8,24,18.2, 
2001,8,25,0, 
2001,8,26,5.68, 
2001,8,27,16.84, 
2001,8,28,16.22, 
2001,8,29,14.1, 
2001,8,30,9.09, 
2001,8,31,2.35, 
2001,9,1,2.31, 
2001,9,2,0.38, 
2001,9,3,0, 
2001,9,4,0.36, 
2001,9,5,10.75, 
2001,9,6,6.64, 
2001,9,7,1.26, 
2001,9,8,0.99, 
2001,9,9,10.35, 
2001,9,10,5.85, 
2001,9,11,33.03, 
2001,9,12,0.85, 
2001,9,13,1.31, 
2001,9,14,18.07, 
2001,9,15,8.89, 
2001,9,16,1.71, 
2001,9,17,2.54, 
2001,9,18,0, 
2001,9,19,0, 
2001,9,20,1.36, 
2001,9,21,4.32, 
2001,9,22,16.47, 
2001,9,23,3.95, 
2001,9,24,0.38, 
2001,9,25,0, 
2001,9,26,0.62, 
2001,9,27,29.14, 
2001,9,28,22.01, 
2001,9,29,8.89, 
2001,9,30,1.61, 
2001,10,1,1.15, 
2001,10,2,4.03, 
2001,10,3,3.09, 
2001,10,4,10.65, 
2001,10,5,20, 
2001,10,6,12.11, 
2001,10,7,8.87, 
2001,10,8,0, 
2001,10,9,0, 
2001,10,10,0.36, 
2001,10,11,13.08, 
2001,10,12,31.19, 
2001,10,13,18.79, 
2001,10,14,8.61, 
2001,10,15,5.86, 
2001,10,16,3.07, 
2001,10,17,24.72, 
2001,10,18,4.55, 
2001,10,19,3.37, 
2001,10,20,9.91, 
2001,10,21,11.63, 
2001,10,22,19.9, 
2001,10,23,9.84, 
2001,10,24,7.11, 
2001,10,25,7.8, 
2001,10,26,5.29, 
2001,10,27,0, 
2001,10,28,0, 
2001,10,29,53.49, 
2001,10,30,14.61, 
2001,10,31,5.87, 
2001,11,1,6.77, 
2001,11,2,3.51, 
2001,11,3,0, 
2001,11,4,0, 
2001,11,5,3.78, 
2001,11,6,9.91, 
2001,11,7,18.3, 
2001,11,8,4.99, 
2001,11,9,3.62, 
2001,11,10,13.4, 
2001,11,11,2.29, 
2001,11,12,9.31, 
2001,11,13,20.42, 
2001,11,14,1.96, 
2001,11,15,9.79, 
2001,11,16,7.32, 
2001,11,17,21.66, 
2001,11,18,3.5, 
2001,11,19,1.24, 
2001,11,20,9.34, 
2001,11,21,16.89, 
2001,11,22,2.7, 
2001,11,23,0, 
2001,11,24,0.52, 
2001,11,25,4.03, 
2001,11,26,13.98, 
2001,11,27,13.2, 
2001,11,28,5.37, 
2001,11,29,7.79, 
2001,11,30,0, 
2001,12,1,0.86, 
2001,12,2,16.74, 
2001,12,3,2.9, 
2001,12,4,0.51, 
2001,12,5,53.11, 
2001,12,6,37.86, 
2001,12,7,1.93, 
2001,12,8,0.45, 
2001,12,9,8.04, 
2001,12,10,36.32, 
2001,12,11,2.08, 
2001,12,12,0.49, 
2001,12,13,0.76, 
2001,12,14,3.14, 
2001,12,15,21.13, 
2001,12,16,7.59, 
2001,12,17,8.76, 
2001,12,18,4.98, 
2001,12,19,0, 
2001,12,20,16.88, 
2001,12,21,1.91, 
2001,12,22,0, 
2001,12,23,23.51, 
2001,12,24,53.44, 
2001,12,25,2.08, 
2001,12,26,0.65, 
2001,12,27,14.37, 
2001,12,28,3.6, 
2001,12,29,13.22, 
2001,12,30,23.48, 
2001,12,31,1.71, 
2002,1,1,48.16, 
2002,1,2,7.63, 
2002,1,3,1.99, 
2002,1,4,4.68, 
2002,1,5,0, 
2002,1,6,1.31, 
2002,1,7,1.02, 
2002,1,8,8.62, 
2002,1,9,0, 
2002,1,10,0.52, 
2002,1,11,2.75, 
2002,1,12,1.46, 
2002,1,13,9.42, 
2002,1,14,0, 
2002,1,15,6.14, 
2002,1,16,7.65, 
2002,1,17,16.32, 
2002,1,18,31.11, 
2002,1,19,2.3, 
2002,1,20,10.76, 
2002,1,21,46.79, 
2002,1,22,20.45, 
2002,1,23,2.93, 
2002,1,24,13.34, 
2002,1,25,8.93, 
2002,1,26,13.75, 
2002,1,27,0, 
2002,1,28,0, 
2002,1,29,0.5, 
2002,1,30,0, 
2002,1,31,0.58, 
2002,2,1,0, 
2002,2,2,3.15, 
2002,2,3,0, 
2002,2,4,0.45, 
2002,2,5,14.04, 
